title,job_type,city,code,hc,max_salary,min_salary
CDN(高级)研发工程师,基础架构,深圳,RSDJ1,3,40,20
虚拟化高级研发工程师,基础架构,杭州,JT9F1,3,40,25
基础架构研发工程师,基础架构,深圳,JSMN1,25,50,25
CDN（资深）研发工程师 — 缓存系统,基础架构,上海,8N5R1,3,50,25
交换机研发工程师,基础架构,深圳,JEVG1,2,40,25
资深实时分析引擎开发工程师-计算,基础架构,杭州,E52P,20,60,30
云原生高级研发工程师/技术专家 - 容器运行时方向,基础架构,杭州,J3561,5,60,25
NewSQL研发工程师,基础架构,深圳,876R1,5,60,30
网络接入(资深)研发工程师,基础架构,北京,8YWK1,3,40,25
网络研发工程师 - 网络管理方向,基础架构,上海,97Y1,10,50,25
异构计算高级工程师,基础架构,杭州,ADSP,3,60,35
AIOPs应用算法工程师,基础架构,杭州,J6XJP,3,50,25
云数据库测试开发工程师,基础架构,杭州,P932,5,40,20
SRE工程师/专家 - 飞书音视频 ,基础架构,北京,J4S6P,5,40,20
网络接入(高级)研发工程师,基础架构,深圳,3DJ1,3,50,20
云原生高级研发工程师 - 轻量级虚拟化方向,基础架构,上海,RH61,5,60,30
Linux内核高级研发工程师,基础架构,杭州,RLX51,3,30,15
Linux内核研发工程师,基础架构,杭州,JHD3P,5,40,20
资深边缘计算系统工程师,基础架构,北京,MWVP,5,40,20
音视频后台研发工程师-飞书视频会议,基础架构,上海,HQM1,5,50,25
分布式表格系统工程师--ByteTable/HBase,基础架构,北京,PNMP,5,60,30
NewSQL研发工程师-成都,基础架构,成都,BM51,5,60,30
高级研发工程师 - CloudIDE - 工具链方向,基础架构,北京,LLYV,3,50,25
基础架构研发工程师 成都,基础架构,成都,J8LG1,25,50,25
Web平台研发工程师 - CDN方向,基础架构,北京,3KF1,5,30,20
分布式KV存储资深研发工程师,基础架构,北京,8DER1,5,50,25
AIOps研发工程师,基础架构,杭州,7U1,10,60,30
CDN(高级)架构师,基础架构,深圳,RXXJ1,1,60,30
性能分析工具研发工程师,基础架构,上海,323P,3,40,25
存储引擎研发工程师,基础架构,上海,J9XQ1,3,50,25
CDN研发工程师,基础架构,北京,BQJ1,5,45,25
服务器/SoC固件研发工程师,基础架构,北京,RADF1,3,45,25
CDN（资深）研发工程师 — 调度方向,基础架构,上海,RC5R1,3,50,25
云数据库研发工程师-RDS MySQL,基础架构,深圳,J2FQ1,5,60,30
交换机软件开发工程师,基础架构,北京,8NXW1,2,40,25
数据库工程师（DBA）,基础架构,深圳,JPUL1,5,70,35
Linux操作系统研发工程师,基础架构,北京,8F4D1,4,40,20
SIP/H.323高级软件工程师/专家-飞书视频会议,基础架构,上海,4LF1,5,50,25
SRE(高级)平台研发工程师,基础架构,上海,8BWJ1,5,40,20
云原生高级研发工程师 - 容器运行时方向,基础架构,上海,8T361,5,60,30
CDN技术负责人,基础架构,深圳,JMWJ1,1,60,30
HTAP/HSAP 实时引擎开发工程师/架构师,基础架构,北京,JX3VV,5,60,30
关系型数据库产品开发工程师,基础架构,杭州,J4NU2,5,60,25
资深数据库研发工程师,基础架构,北京,C2F1,5,60,30
Linux操作系统研发工程师,基础架构,杭州,4XSP,3,40,25
网络优化(高级)研发工程师,基础架构,上海,J4A61,5,60,30
SSD固件研发工程师,基础架构,北京,JHXHV,3,45,25
Linux内核研发工程师,基础架构,北京,RPFF1,30,30,23
存储研发工程师——HDFS生态方向,基础架构,上海,J6LPP,5,50,20
网络大数据研发工程师,基础架构,北京,PSJ1,5,40,20
后端架构师-飞书企业应用,基础架构,北京,38Q1,1,60,40
基础架构研发工程师-CDN,基础架构,北京,JQQJ1,5,50,25
基础架构(高级)研发工程师-流量接入,基础架构,北京,JTX51,5,60,30
云原生研发工程师 - 组件研发,基础架构,上海,RFH61,5,60,30
资深研发工程师 - CloudIDE,基础架构,上海,URMP,5,60,30
交换机研发工程师,基础架构,北京,2NWP,2,40,25
网络优化(高级)研发工程师,基础架构,北京,8GD51,5,60,30
JDK 研发工程师 ,基础架构,上海,MWR2,2,60,30
经营分析平台研发工程师,基础架构,北京,J6KJV,6,50,25
基础库研发工程师,基础架构,上海,Q5G1,5,60,30
CDN缓存研发工程师,基础架构,北京,SKF1,5,30,20
交换机研发工程师,基础架构,上海,W561,2,40,25
性能分析工具研发工程师,基础架构,杭州,JQGSP,3,40,25
网络研发工程师 - 光网络管控方向,基础架构,北京,J2JY1,3,45,25
系统软件工程师,基础架构,杭州,J56T1,5,50,20
网络平台研发工程师,基础架构,北京,RBAX1,4,40,20
服务器系统硬件研发工程师,基础架构,北京,J7PE1,8,60,40
云原生架构研发工程师,基础架构,北京,WTPP,5,45,25
分布式存储研发工程师,基础架构,北京,JHPQ1,15,60,30
PaaS解决方案架构师（云原生）,基础架构,上海,MBTP,5,60,30
系统研发工程师-主机网络,基础架构,北京,8NVX1,2,40,25
网络虚拟化研发工程师,基础架构,北京,J5QRP,4,50,28
系统研发工程师-AI Lab,基础架构,北京,VER1,5,40,20
云计算研发高级工程师 — 容器、内核方向,基础架构,北京,88DR1,5,60,30
网络虚拟化研发工程师,基础架构,杭州,JW3S2,5,50,30
云原生高级研发工程师 - 镜像和数据分发方向,基础架构,上海,Y361,5,60,30
AIOPs应用算法工程师,基础架构,上海,JXUGP,5,60,30
程序语言工程师 - 语言团队,基础架构,上海,T6G1,5,60,30
云解析DNS(高级)研发工程师,基础架构,北京,RKD51,5,40,20
CDN调度研发工程师,基础架构,北京,REKF1,2,40,20
HTAP数据库研发工程师,基础架构,成都,8XPV,5,60,30
分布式数据库存储引擎架构师,基础架构,成都,JYCPV,5,60,30
基础架构 - To B 研发项目经理,基础架构,成都,4ADP,1,40,20
边缘计算技术负责人,基础架构,北京,8EQJ1,2,50,30
基础架构高级开发工程师,基础架构,南京,RKN31,3,40,20
云原生数据库MySQL内核开发工程师,基础架构,成都,JAXPV,8,60,30
Linux内核研发工程师,基础架构,上海,RUEJ1,5,60,30
服务端(高级)研发工程师 - 基础组件,基础架构,上海,6FP,5,50,25
服务端研发工程师,基础架构,杭州,TRVV,5,60,30
边缘计算—解决方案架构师,基础架构,北京,JPPRP,6,50,25
云计算PaaS产品SRE工程师,基础架构,成都,JT3X2,5,40,20
基础架构高级项目经理,基础架构,北京,K431,2,60,30
SparkSQL研发架构师,基础架构,上海,YR31,3,50,25
服务端(高级)研发工程师 - 视频云 ToB 方向,基础架构,上海,JRNFP,5,50,25
边缘PaaS(高级)研发工程师,基础架构,北京,8KD51,5,40,20
网络运维开发工程师-深圳,基础架构,深圳,JQVEV,1,40,25
服务端(高级)研发工程师 - 计算平台,基础架构,杭州,JBLA1,10,60,30
云原生监控研发工程师,基础架构,上海,J1Y4P,5,60,30
虚拟化工程师,基础架构,成都,UKG2,10,50,25
基础架构研发工程师—AIOPS 平台方向 ,基础架构,上海,WLW1,2,60,30
跨平台客户端架构师-今日头条,客户端,深圳,Q6977A,3,80,40
Android应用开发工程师 - Pico,客户端,青岛,C2685,2,65,35
Android蓝牙驱动工程师-Pico,客户端,北京,H9405,1,50,25
iOS研发工程师（工具方向） - 剪映,客户端,深圳,LNLL,3,60,30
后端开发工程师 - 小游戏,客户端,深圳,G7493,5,50,25
Flutter应用开发工程师-Pico,客户端,北京,A8109,1,50,25
Android研发工程师（商业化方向） - 剪映,客户端,三亚,QNLL,3,60,30
Android研发工程师-国际化电商C端,客户端,上海,J2HCL,20,45,26
Unity渲染引擎开发工程师-Pico,客户端,广州,Q7666,23,50,30
跨平台客户端C++工程师,客户端,上海,4UY1,10,40,20
Android/iOS研发工程师（架构品质优化）——  今日头条-内容生态-客户端,客户端,北京,H0086,10,50,25
Android技术专家-Pico,客户端,北京,S3515,4,70,40
客户端leader,客户端,北京,J6267,1,70,35
Android研发工程师（基础技术方向） - 剪映,客户端,三亚,JD9LL,3,60,30
iOS移动端leader-飞书业务中台,客户端,上海,H8851,2,100,45
iOS研发工程师（商业化方向） - 剪映,客户端,三亚,WBLL,3,60,30
GPU系统优化专家-Pico,客户端,深圳,U8729,5,70,40
客户端高阶-音乐,客户端,上海,C5434,3,70,40
【Android开发工程师-Pico】,客户端,北京,P6742,5,70,25
Android研发工程师 - 短视频产品基础体验优化（北京/上海/杭州）,客户端,杭州,U3474,3,60,30
高级安卓开发工程师-pico,客户端,北京,Q4971,7,60,30
iOS研发工程师-国际化电商C端,客户端,上海,GMCL,20,45,25
Android Leader-抖音,客户端,上海,JN2C1,1,60,40
Unreal开发工程师-Pico,客户端,北京,Y8187,15,60,30
地图数据平台工程师-Android客户端,客户端,北京,G6389,10,40,20
iOS研发工程师（商业化方向） - 国际化剪映,客户端,深圳,JWBLL,3,60,30
客户端资深研发工程师-抖音电商C端（北/上/杭）,客户端,北京,D6881,20,45,35
C++开发工程师-Pico,客户端,北京,R5246,1,60,30
视频虚拟人制作研发负责人-Pico,客户端,北京,G4587,2,70,50
iOS开发工程师-直播,客户端,北京,V3460,4,50,25
后端开发工程师 - 小游戏,客户端,广州,R6541,5,50,25
视频生产研发负责人-Pico,客户端,北京,E9331,2,70,40
Android开发工程师-直播,客户端,北京,D3191,8,50,25
Android研发工程师（社区方向） - 国际化剪映,客户端,深圳,JSNLL,3,60,30
Android架构师-今日头条,客户端,北京,D5196,10,50,25
客户端研发工程师 - 小游戏,客户端,深圳,G0798,5,50,25
UE4开发工程师-pico视频,客户端,北京,Q9661,5,60,30
Android系统应用开发工程师（语音方向）-Pico,客户端,北京,U4866,1,60,30
客户端研发工程师 - 小游戏,客户端,深圳,P6933,5,50,25
Android开发工程师-Pico,客户端,北京,G8234,5,60,30
Android高级开发工程师 - 国际化短视频（内容发现方向）,客户端,北京,X8217,3,65,30
iOS 资深研发工程师-内容发现,客户端,北京,F1951,1,55,35
iOS研发工程师（基础技术方向） - 剪映,客户端,广州,JSGLL,3,60,30
Android开发工程师—搜索方向,客户端,深圳,PXJ1,15,50,25
资深iOS开发工程师,客户端,北京,J8S2P,5,80,30
iOS开发工程师-抖音,客户端,北京,3GTV,15,50,25
直播Android 客户端负责人-抖音,客户端,北京,JVE8P,2,70,40
Android研发工程师-抖音,客户端,北京,3ETV,15,60,25
高级Android客户端研发工程师 — 穿山甲,客户端,北京,JB32,5,50,30
iOS开发工程师-抖音/直播,客户端,北京,JE962,20,50,25
Android研发工程师 — 抖音基础技术,客户端,杭州,QLT1,5,40,18
抖音Android高级工程师 - 搜索方向,客户端,杭州,J3LAL,10,60,30
广告系统-客户端研发技术专家-Android,客户端,深圳,JK2Y1,5,60,40
浏览器内核工程师 - 飞书（北京/上海/深圳/广州/三亚）,客户端,北京,RSEW1,5,80,50
Android 安全研发工程师,客户端,北京,JXS9P,1,50,25
客户端研发工程师/专家,客户端,三亚,JLVKV,10,80,50
Android研发工程师（基础技术方向） - 国际化剪映,客户端,广州,J56LL,3,60,30
Unity3D开发工程师（虚拟直播方向）-抖音,客户端,北京,MLVV,5,80,50
Android 开发（高级）工程师 - 业务中台,客户端,广州,JUPHV,5,50,30
音视频 SDK 研发工程师,客户端,深圳,JMXGP,4,50,25
iOS开发工程师 - 剪映,客户端,广州,J1561,10,60,30
游戏客户端开发工程师,客户端,上海,JBDW1,5,50,25
Android高级开发工程师 - 短视频（用户增长方向）,客户端,上海,RR3P,10,50,25
Android开发工程师-Cloud IDE,客户端,深圳,CTQP,15,50,25
PC客户端开发工程师 — lark,客户端,深圳,RQ8R1,5,40,20
macOS 开发工程师 — 创新工具,客户端,深圳,8T8H1,3,40,20
Android研发工程师 — 抖音基础技术,客户端,上海,JJ8C1,10,60,30
iOS自动化测试研发工程师-抖音iOS基础技术,客户端,深圳,BLS2,10,60,30
iOS开发工程师 - 住小帮,客户端,北京,JFTLP,4,35,25
高级iOS开发工程师 — 基础技术,客户端,上海,8KUM1,10,50,25
U3D开发工程师,客户端,北京,JJ1ML,2,40,20
Android研发工程师（基础技术方向） - 国际化剪映,客户端,深圳,YNLL,3,60,30
Android开发工程师 — 抖音直播社区,客户端,深圳,4MSV,15,50,30
资深Android研发工程师-抖音/直播,客户端,北京,U6J1,4,45,25
iOS研发工程师- 抖音社交,客户端,北京,9351,5,50,25
风控情报客户端分析工程师,客户端,北京,R6D2,1,50,25
Android高级开发工程师-Pico,客户端,北京,DC42,2,60,30
Android资深研发工程师（系统级优化）-抖音基础技术,客户端,北京,M79P,10,55,30
C++开发（高级/资深）工程师 — 上海/北京,客户端,上海,J73H1,10,50,25
Android开发工程师-基础技术,客户端,深圳,MWR1,15,50,25
iOS研发工程师（基础技术方向） - 剪映,客户端,三亚,JMBLL,3,60,30
iOS资深研发工程师-抖音电商C端,客户端,杭州,J73U2,20,45,35
Android研发工程师（社区方向） - 剪映,客户端,广州,JLNLL,3,60,30
客户端工程师-跨端方向,客户端,深圳,L5U2,5,50,25
C++/Linux客户端研发工程师-产品研发和工程架构部,客户端,深圳,J1KQL,20,60,30
Unity研发工程师-Pico,客户端,北京,J1A5V,2,50,25
资深Android功耗优化工程师-Pico,客户端,北京,JFUQL,10,70,40
iOS资深研发工程师-内容发现,客户端,上海,JCXAV,20,65,35
Android研发工程师（网络优化）-抖音基础技术,客户端,北京,JW36P,10,55,30
Android研发工程师（基础技术方向） - 剪映,客户端,广州,K9LL,3,60,30
Unity 3D开发工程师-Pico,客户端,北京,JD2D2,5,50,25
客户端高级架构师 -短视频,客户端,杭州,9C3P,10,50,25
iOS研发工程师-端智能方向,客户端,深圳,JX1F2,10,60,30
Unity高级工程师-Pico,客户端,北京,JQ92V,2,80,50
Unity技术负责人-Pico,客户端,北京,RHSV,5,40,25
高级Android开发工程师 — 基础技术,客户端,杭州,JW5D1,10,50,30
iOS开发工程师-飞书（北京/杭州/深圳）,客户端,北京,8ABV1,5,50,25
C++/Linux客户端研发工程师-产品研发和工程架构部,客户端,北京,J39LL,20,60,30
Android研发工程师（工具方向） - 剪映,客户端,深圳,JWALL,3,60,30
抖音iOS基础技术 - Swift方向 - iOS研发工程师,客户端,北京,JNRCP,6,50,25
iOS业务架构专家 — 今日头条,客户端,深圳,R9729,20,60,30
PC客户端开发工程师 — 创新工具,客户端,深圳,JG1H1,3,40,20
iOS研发工程师（基础技术方向） - 国际化剪映,客户端,深圳,3NLL,3,60,30
iOS架构师-抖音iOS基础技术,客户端,广州,JQYJ2,10,60,30
iOS资深研发工程师-抖音iOS基础技术,客户端,广州,JSEJ2,10,60,30
客户端Rust/C++工程师 - 飞书品质建设（北京/深圳）,客户端,北京,HQC1,2,70,40
iOS开发leader-飞书文档,客户端,深圳,JMQAV,1,100,50
多媒体软件开发工程师-Pico,客户端,北京,RL2V,1,60,25
iOS研发工程师（基础技术）-今日头条,客户端,深圳,7BH1,15,40,20
Unity研发工程师-Pico,客户端,北京,7GFV,10,50,25
移动端leader-飞书业务中台,客户端,北京,X5TL,2,100,45
iOS研发工程师-国际化短视频商业化,客户端,北京,78EP,5,60,30
Android开发工程师 — 剪映/相机,客户端,广州,81561,10,60,30
C++浏览器开发工程师-pico,客户端,北京,J7RSL,10,60,30
Camera软件开发工程师-Pico,客户端,北京,7GU2,2,60,25
Android开发工程师—今日头条青春版,客户端,北京,SNJL,10,50,25
客户端工程师-跨端方向,客户端,杭州,8DU2,5,50,25
高级Android开发工程师 — 基础技术,客户端,上海,JUM1,10,50,25
客户端安全高级研发,客户端,北京,LETP,1,80,40
高级服务端开发工程师 - 短视频（隐私安全）,客户端,杭州,DX9V,10,60,30
iOS研发工程师-生活服务,客户端,杭州,659V,5,50,30
高级Android开发工程师-抖音支付,客户端,北京,D9007,2,50,25
Android研发工程师（社区方向） - 剪映,客户端,深圳,EBLL,3,60,30
iOS开发工程师—今日头条,客户端,北京,WFJL,10,50,25
iOS 开发工程师-飞书开放平台,客户端,北京,J4U21,5,60,40
Android研发工程师-生活服务 ,客户端,杭州,J5N9V,5,50,30
iOS开发工程师 — 抖音直播社区,客户端,深圳,GWSV,15,50,30
客户端跨平台工程师 - 短视频,客户端,杭州,E59V,10,60,30
